client_id,company_name,siren,siret,vat_number,billing_email,billing_contact_name,phone,city,postal_code,country,account_status,last_invoice_date,source_file,notes
B2B-20953-0535,Services Simon SARL,588144582,,FR72588144582,facturation.servicessimonsarl@orange.fr,Pierre Richard,+33 1 76 28 89 66,Strasbourg,67000,FR,Actif,2023-11-23,import_crm_2024_Q1.xlsx,
B2B-11511-0536,Logistique Lefebvre EURL,000152916,00015291612879,FR47000152916,facturation.logistiquelefebvreeu@entreprise.fr,Thomas Dupuis,+33 6 29 55 50 58,Reims,51100,FR,En attente,2022-10-30,migration_batch_12.xlsx,Compte créé avant réforme facturation électronique
B2B-72492-0537,Négoce Martin SA,478122485,47812248561456,FR46478122485,facturation.ngocemartinsa@gmail.com,Thomas Moreau,+33 6 86 16 10 94,Strasbourg,67000,FR,En attente,2022-11-04,partner_feed_b2b.csv,SIRET à vérifier
B2B-83793-0538,Solutions Martin SA,136248353,13624835322313,FR69136248353,facturation.solutionsmartinsa@societe.com,Philippe Lemaire,+33 6 90 70 16 62,Nice,06000,FR,Actif,2024-12-12,legacy_erp_export.csv,
B2B-18456-0539,Équipements Dubois & Fils,040164810,04016481034289,FR72040164810,facturation.quipementsduboisfils@laposte.net,François Robert,+33 7 73 41 76 34,Paris,75001,FR,Actif,2022-10-17,partner_feed_b2b.csv,Migration ERP en cours
B2B-32396-0540,Maintenance Laurent SA,894642037,89464203795057,FR46894642037,facturation.maintenancelaurentsa@societe.com,Philippe Richard,+33 7 20 69 15 59,Grenoble,38000,FR,Actif,2023-01-18,partner_feed_b2b.csv,Client prioritaire - relance facturation
B2B-98572-0541,Distribution Faure SA,558243013,55824301336672,FR92558243013,facturation.distributionfauresa@laposte.net,Thomas Bonnet,+33 1 38 23 57 40,Strasbourg,67000,FR,Inactif,2022-05-07,manual_onboarding_2023.xlsx,
B2B-47971-0542,Équipements Girard SASU,043333534,04333353492914,FR50043333534,facturation.quipementsgirardsasu@gmail.com,Philippe Lemaire,,Nantes,44000,FR,Actif,2025-04-30,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-74563-0543,logistique bernard france,326530605,32653060599792,FR79326530605,,Catherine Leroy,+33 1 69 74 62 80,Rennes,35000,FR,En attente,2022-08-07,manual_onboarding_2023.xlsx,SIRET à vérifier
B2B-24681-0544,distribution renault sa,829803653,82980365337178,FR61829803653,facturation.distributionrenaults@societe.com,Marie Lemaire,+33 1 89 97 37 60,Grenoble,38000,FR,En attente,2025-03-23,manual_onboarding_2023.xlsx,
B2B-80677-0545,Négoce Laurent France,433687502,43368750225520,FR63433687502,facturation@,Julie Robert,+33 4 19 40 67 45,Strasbourg,67000,FR,En attente,2025-01-02,partner_feed_b2b.csv,
B2B-58081-0546,Équipements Moreau SARL,053766600,05376660016880,FR64053766600,facturation.quipementsmoreausarl@entreprise.fr,Jean Durand,+33 1 76 36 56 59,Grenoble,38000,FR,Actif,2023-10-19,legacy_erp_export.csv,
B2B-33004-0547,Distribution Lambert SAS,911718225,91171822586474,FR00911718225,facturation.distributionlamberts@laposte.net,Isabelle Leroy,+33 7 75 80 33 65,Nice,06000,FR,En attente,2023-06-25,manual_onboarding_2023.xlsx,
B2B-25181-0548,Groupe Roux EURL,348087358,34808735887439,FR348087358,facturation.grouperouxeurl@societe.com,Julie Giraud,+33 6 37 39 92 57,Le Havre,76600,FR,Actif,2024-11-05,manual_onboarding_2023.xlsx,
B2B-47925-0549,Maintenance Perrin France,492074929,49207492975066,FR35492074929,facturation.maintenanceperrinfra@entreprise.fr,François Michel,+33 9 21 76 47 28,Rennes,35000,FR,Actif,2023-08-26,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-50579-0550,Groupe Laurent France,993231230,99323123052980,FR75993231230,facturation.groupelaurentfrance@societe.com,Thomas Durand,+33 6 81 70 29 60,Strasbourg,67000,FR,Actif,2023-09-26,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-78156-0551,Équipements Dupont France,935953825,93595382537316,,facturation.quipementsdupontfran@gmail.com,Isabelle Moreau,+33 1 28 98 82 88,Le Havre,76600,FR,En attente,2022-10-28,partner_feed_b2b.csv,Migration ERP en cours
B2B-35171-0552,Logistique Faure SASU,019655696,01965569667033,fr24019655696,facturation.logistiquefauresasu@entreprise.fr,Anne Moreau,+33 6 37 11 81 71,Toulouse,31000,FR,Actif,2024-03-27,migration_batch_12.xlsx,
B2B-41536-0553,Services Lefebvre EURL,148465648,,FR19148465648,facturation.serviceslefebvreeurl@laposte.net,Thomas Michel,+33 1 13 31 71 38,Montpellier,34000,FR,Actif,2024-03-03,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-19837-0554,Services Lambert & Fils,752553418,,FR10752553418,facturation@.fr,Anne Leroy,+33 1 16 18 58 77,Toulouse,31000,FR,En attente,2023-02-06,migration_batch_12.xlsx,Email facturation manquant
B2B-94157-0555,Distribution Marchand EURL,620534402,36896,FR73620534402,,Pierre Durand,+33 9 27 61 62 95,Rennes,35000,FR,Suspendu,2024-08-29,partner_feed_b2b.csv,
B2B-81393-0556,Logistique Blanc SASU,406088353,40608835356531,FRXX406088353,facturation.logistiqueblancsasu@societe.com,Marie Michel,+33 7 18 34 35 35,Nantes,44000,FR,Actif,2024-08-08,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-31531-0557,Maintenance Roux France,119206135,11920613587770,FR78119206135,facturation.maintenancerouxfranc@laposte.net,Pierre Fournier,+33 7 58 25 34 37,Lille,59000,FR,Actif,2025-03-31,manual_onboarding_2023.xlsx,
B2B-28461-0558,Transports Roux EURL,648016446,64801644689397,FR85648016446,facturation.societe,Marie Moreau,+33 6 28 69 73 95,Toulouse,31000,FR,En attente,2025-01-03,legacy_erp_export.csv,
B2B-92348-0559,Distribution Marchand SAS,348629852,,FR66348629852,facturation.distributionmarchand@orange.fr,Thomas Richard,,Reims,51100,FR,En attente,2025-01-20,partner_feed_b2b.csv,SIRET à vérifier
B2B-99226-0560,Groupe Laurent SAS,139537678,13953767818726,,billing.groupelaurentsas@entreprise.fr,Catherine Lemaire,+33 7 40 61 76 28,Grenoble,38000,FR,Actif,2022-06-26,partner_feed_b2b.csv,Doublon suspecté
B2B-11944-0561,Logistique Dubois & Fils,587146920,58714692022834,FR21587146920,facturation.logistiqueduboisfils@gmail.com,Anne Robert,+33 7 68 86 15 81,Reims,51100,FR,En attente,2022-02-03,legacy_erp_export.csv,
B2B-14952-0562,Équipements Mercier & Fils,509386941,50938694139077,FR40509386941,facturation.quipementsmercierfil@societe.com,Isabelle Lemaire,+33 1 92 20 46 54,Marseille,13001,FR,Inactif,2022-07-07,manual_onboarding_2023.xlsx,
B2B-40838-0563,Transports Marchand SA,867673829,86767382910222,FR18867673829,facturation.transportsmarchandsa@societe.com,Marie Lemaire,+33 9 73 88 78 73,Strasbourg,67000,FR,Actif,2022-09-23,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-85602-0564,Services Roux SA,370858064,37085806491160,FR15370858064,,Jean Dupuis,+33 5 59 58 89 52,Paris,75001,FR,Suspendu,2023-12-03,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-42926-0565,Solutions  Mercier  SAS,286796325,28679632532325,FR54286796325,facturation.solutionsmerciersas@orange.fr,François Giraud,+33 5 60 38 34 79,Montpellier,34000,FR,Actif,2024-12-27,manual_onboarding_2023.xlsx,Email facturation manquant
B2B-33317-0566,Industrie Blanc SASU,562926938,,FR59562926938,facturation.industrieblancsasu@laposte.net,Marie Richard,+33 1 81 60 57 56,Rennes,35000,FR,Actif,2023-10-19,partner_feed_b2b.csv,Migration ERP en cours
B2B-44302-0567,Logistique Moreau EURL,303491898,3034918986347,FR47303491898,facturation.logistiquemoreaueurl@orange.fr,Jean Richard,+33 7 84 40 44 14,Rennes,35000,FR,Actif,2023-02-19,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-32742-0568,Maintenance Marchand France,593678130,59367813006002,FR39593678130,,Anne Michel,+33 4 99 92 23 46,Nantes,44000,FR,Actif,2025-04-26,migration_batch_12.xlsx,Email facturation manquant
B2B-83595-0569,Industrie Dubois SASU,092704523,09270452345654,FR31092704523,facturation.industrieduboissasu@entreprise.fr,Pierre Robert,+33 9 63 17 51 84,Lille,59000,FR,Inactif,2023-11-23,migration_batch_12.xlsx,Doublon suspecté
B2B-97728-0570,Groupe Simon SASU,485965596,48596559639916,,facturation.groupesimonsasu@societe.com,Marie Petit,+33 9 52 13 27 10,Marseille,13001,FR,Actif,2022-05-29,legacy_erp_export.csv,
B2B-94233-0571,Distribution Martin SASU,155130559,15513055983023,FR45155130559,facturation.distributionmartinsa@entreprise.fr,Thomas Lemaire,+33 6 46 48 46 76,Toulouse,31000,FR,Suspendu,2023-03-31,partner_feed_b2b.csv,Email facturation manquant
B2B-93535-0572,  Services Garnier SA  ,746202585,74620258509121,FR57746202585,facturation.servicesgarniersa@societe.com,,+33 1 27 34 18 26,Toulouse,31000,FR,Suspendu,2022-01-17,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-42079-0573,Transports Lambert SAS,647238752,64723875261821,FR47647238752,facturation.transportslambertsas@entreprise.fr,Thomas Lemaire,+33 7 32 33 54 71,Reims,51100,FR,Actif,2025-03-15,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-28670-0574,Maintenance Martin SASU,918768318,91876831823809,FR11918768318,facturation.maintenancemartinsas@entreprise.fr,Marie Dupuis,+33 6 68 97 37 35,Le Havre,76600,FR,Actif,2023-10-30,legacy_erp_export.csv,
B2B-30341-0575,Solutions Bernard & Fils,999362167,99936216730968,FR37999362167,facturation.solutionsbernardfils@societe.com,Thomas Robert,+33 6 51 93 56 99,Nice,06000,FR,Actif,2024-05-05,import_crm_2024_Q1.xlsx,Email facturation manquant
B2B-94489-0576,Négoce Blanc SA,773264307,77326430733278,FR06773264307,facturation.ngoceblancsa@societe.com,Catherine Bonnet,+33 1 33 67 87 84,Le Havre,76600,FR,En attente,2024-08-17,migration_batch_12.xlsx,Email facturation manquant
B2B-24747-0577,Services Laurent SARL,375298837,37529883788502,FR63375298837,facturation.serviceslaurentsarl@gmail.com,Pierre Leroy,+33 6 80 34 32 14,Reims,51100,FR,En attente,2024-10-28,migration_batch_12.xlsx,Email facturation manquant
B2B-55785-0578,Équipements Marchand SAS,788957986,78895798655933,FR56788957986,facturation.quipementsmarchandsa@orange.fr,Julie Lemaire,+33 5 95 75 55 33,Grenoble,38000,FR,Actif,2023-02-18,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-49597-0579,LOGISTIQUE GARNIER FRANCE,361995174,36199517421365,FR15361995174,facturation.logistiquegarnierfra@orange.fr,Julie Bonnet,+33 1 12 29 92 83,Le Havre,76600,FR,Inactif,2023-07-22,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-17430-0580,Négoce Renault SARL,930967134,93096713415095,FR08930967134,facturation.ngocerenaultsarl@orange.fr,Philippe Durand,+33 4 24 36 30 25,Rennes,35000,FR,Actif,2022-07-02,import_crm_2024_Q1.xlsx,
B2B-60145-0581,Distribution Laurent & Fils,612201900,61220190086732,FR49612201900,facturation.distributionlaurentf@societe.com,Catherine Richard,+33 6 14 47 83 34,Nantes,44000,FR,Actif,2024-12-02,import_crm_2024_Q1.xlsx,
B2B-46968-0582,services blanc france,211408680,21140868075553,FR88211408680,facturation.servicesblancfrance@laposte.net,Pierre Robert,+33 7 26 12 85 34,Paris,75001,FR,Actif,2025-03-11,migration_batch_12.xlsx,Doublon suspecté
B2B-26803-0583,Groupe Lefebvre EURL,970137126,97013712647056,FR13970137126,facturation.groupelefebvreeurl@societe.com,,+33 7 26 37 13 43,Saint-Étienne,42000,FR,Inactif,2022-09-10,manual_onboarding_2023.xlsx,
B2B-72824-0584,Transports Marchand & Fils,387402997,38740299711190,FR11387402997,facturation.transportsmarchandfi@entreprise.fr,Philippe Bonnet,+33 6 26 26 46 77,Grenoble,38000,FR,Suspendu,2022-01-16,legacy_erp_export.csv,Migration ERP en cours
B2B-14244-0585,Négoce Marchand SA,301095678,30109567840404,FR57301095678,facturation.ngocemarchandsa@societe.com,Marie Leroy,+33 7 57 46 64 32,Strasbourg,67000,FR,Actif,2022-08-15,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-17785-0586,Industrie Moreau EURL,181030681,18103068136198,FR16181030681,facturation.industriemoreaueurl@gmail.com,Catherine Robert,,Strasbourg,67000,FR,Actif,2022-05-05,partner_feed_b2b.csv,
B2B-35622-0587,Industrie Blanc SARL,806713071,,FR89806713071,facturation.industrieblancsarl@laposte.net,Thomas Michel,+33 6 61 32 24 35,Paris,75001,FR,Inactif,2024-05-29,migration_batch_12.xlsx,Migration ERP en cours
B2B-75034-0588,Négoce Faure SAS,031805333,03180533357603,FR21031805333,facturation.ngocefauresas@laposte.net,Philippe Moreau,,Le Havre,76600,FR,Inactif,2024-04-29,partner_feed_b2b.csv,
B2B-50711-0589,Distribution Marchand SARL,590110793,59011079333071,FR38590110793,facturation.distributionmarchand@gmail.com,Jean Lemaire,,Saint-Étienne,42000,FR,Suspendu,2022-05-15,manual_onboarding_2023.xlsx,
B2B-15543-0590,Distribution Lefebvre SASU,031051833,03105183336500,FR09031051833,billing.distributionlefebvre@societe.com,Anne Giraud,+33 7 92 86 73 60,Marseille,13001,FR,En attente,2023-08-23,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-60070-0591,Négoce Girard SAS,123740773,12374077322832,,facturation.ngocegirardsas@laposte.net,Philippe Robert,+33 7 84 82 24 88,Toulouse,31000,FR,Suspendu,2022-10-13,import_crm_2024_Q1.xlsx,Client prioritaire - relance facturation
B2B-71245-0592,Transports Simon & Fils,087821166,08782116686411,FR64087821166,facturation.transportssimonfils@gmail.com,François Dupuis,+33 1 79 20 40 57,Montpellier,34000,FR,Inactif,2022-10-28,import_crm_2024_Q1.xlsx,
B2B-68255-0593,équipements faure sa,088948019,08894801970137,FR76088948019,facturation.quipementsfauresa@orange.fr,Pierre Petit,+33 7 76 75 39 83,Nice,06000,FR,Actif,2025-01-11,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-72168-0594,Groupe Faure SARL,571236916,57123691684928,FR23571236916,facturation.groupefauresarl@gmail.com,Pierre Giraud,+33 5 31 86 95 64,Reims,51100,FR,Inactif,2022-04-13,manual_onboarding_2023.xlsx,
B2B-87180-0595,Solutions Perrin SARL,531419615,53141961572331,FR31531419615,facturation.solutionsperrinsarl@orange.fr,Pierre Fournier,+33 6 52 58 55 23,Bordeaux,33000,FR,Actif,2022-04-03,migration_batch_12.xlsx,SIRET à vérifier
B2B-93840-0596,Maintenance Dupont SA,496683497,67069,FR38496683497,facturation.maintenancedupontsa@laposte.net,Pierre Petit,+33 6 81 53 23 59,Bordeaux,33000,FR,En attente,2025-01-24,legacy_erp_export.csv,
B2B-75867-0597,Négoce Martin EURL,934868831,,FR12934868831,facturation@,Catherine Robert,+33 9 87 83 18 64,Marseille,13001,FR,Suspendu,2023-05-24,manual_onboarding_2023.xlsx,
B2B-36813-0598,Services  Roux  SARL,613376051,61337605133359,FR44613376051,facturation.servicesrouxsarl@laposte.net,Thomas Giraud,+33 7 99 12 31 56,Saint-Étienne,42000,FR,Suspendu,2022-03-06,legacy_erp_export.csv,Migration ERP en cours
B2B-45861-0599,Équipements Perrin SAS,133890832,13389083293850,FR67133890832,facturation.quipementsperrinsas@societe.com,Philippe Moreau,,Bordeaux,33000,FR,Actif,2024-03-31,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-29065-0600,Industrie Blanc SASU,141746813,14174681351710,FR17141746813,facturation.industrieblancsasu@entreprise.fr,Nicolas Giraud,+33 6 99 84 60 99,Marseille,13001,FR,Actif,2023-11-02,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-51098-0601,Distribution Garnier SAS,011929201,01192920150002,FR47011929201,facturation.distributiongarniers@gmail.com,Isabelle Petit,+33 6 64 97 17 39,Grenoble,38000,FR,Inactif,2022-09-15,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
B2B-85925-0602,Transports Dupont SASU,455906706,45590670685370,FR51455906706,facturation.transportsdupontsasu@societe.com,Nicolas Robert,+33 7 32 16 47 58,Montpellier,34000,FR,Inactif,2024-10-15,partner_feed_b2b.csv,
B2B-52844-0603,Distribution Marchand SA,642045658,64204565803825,FR32642045658,facturation.distributionmarchand@societe.com,Catherine Michel,+33 4 34 74 87 13,Lille,59000,FR,Actif,2023-01-13,partner_feed_b2b.csv,Doublon suspecté
B2B-47904-0604,Transports Dupont & Fils,016599539,01659953988508,FR90016599539,facturation.transportsdupontfils@entreprise.fr,Pierre Robert,+33 6 47 33 67 64,Saint-Étienne,42000,FR,Actif,2024-03-10,import_crm_2024_Q1.xlsx,
B2B-20363-0605,Équipements Faure SARL,241158484,24115848499679,INVALID,facturation.quipementsfauresarl@societe.com,Jean Petit,+33 7 71 73 81 26,Paris,75001,FR,Actif,2023-07-14,partner_feed_b2b.csv,
B2B-63549-0606,Industrie Dubois SA,426121207,42612120796392,FR51426121207,facturation.industrieduboissa@entreprise.fr,Isabelle Richard,+33 7 78 16 69 80,Toulouse,31000,FR,Actif,2022-09-10,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-75989-0607,SERVICES FAURE SARL,132677361,13267736107685,FR64132677361,facturation.servicesfauresarl@laposte.net,Isabelle Michel,+33 7 42 49 93 57,Strasbourg,67000,FR,Actif,2024-07-05,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-90580-0608,Groupe Simon EURL,791776337,79177633704024,,facturation.groupesimoneurl@orange.fr,Thomas Giraud,+33 6 19 70 55 11,Marseille,13001,FR,Actif,2023-06-07,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-14351-0609,Négoce Roux SA,693588244,69358824430083,FR90693588244,facturation.ngocerouxsa@laposte.net,Jean Durand,+33 1 75 18 60 66,Le Havre,76600,FR,Actif,2023-06-05,manual_onboarding_2023.xlsx,Migration ERP en cours
B2B-44326-0610,Négoce Lefebvre EURL,608385176,72413,FR48608385176,facturation.ngocelefebvreeurl@gmail.com,Jean Dupuis,+33 5 40 92 86 25,Grenoble,38000,FR,En attente,2025-03-09,migration_batch_12.xlsx,SIRET à vérifier
B2B-86850-0611,Négoce Laurent France,882904570,88290457013717,FR03882904570,facturation.ngocelaurentfrance@laposte.net,Catherine Dupuis,+33 7 39 14 21 86,Bordeaux,33000,FR,En attente,2023-04-09,migration_batch_12.xlsx,Email facturation manquant
B2B-31329-0612,distribution dupont eurl,833912181,20593,,facturation.distributionduponteu@societe.com,Sophie Robert,+33 6 83 81 37 31,Saint-Étienne,42000,FR,Suspendu,2024-12-05,partner_feed_b2b.csv,Email facturation manquant
B2B-66881-0613,Maintenance Moreau SARL,610089876,61008987610959,FR17610089876,facturation.maintenancemoreausar@laposte.net,Sophie Leroy,+33 6 46 17 40 80,Lille,59000,FR,Inactif,2023-07-20,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-94084-0614,Transports Dupont SAS,235469514,23546951402215,FR40235469514,facturation.transportsdupontsas@entreprise.fr,Philippe Robert,+33 7 52 85 58 66,Grenoble,38000,FR,Inactif,2024-05-14,manual_onboarding_2023.xlsx,
B2B-19676-0615,Transports Marchand SASU,065411346,06541134613182,FR43065411346,facturation.transportsmarchandsa@entreprise.fr,Anne Bonnet,+33 7 15 76 88 11,Nantes,44000,FR,Inactif,2024-12-30,migration_batch_12.xlsx,SIRET à vérifier
B2B-30880-0616,Équipements Lambert SASU,697083860,69708386083267,FR74697083860,facturation.quipementslambertsas@societe.com,Marie Fournier,+33 7 88 19 56 13,Saint-Étienne,42000,FR,Inactif,2022-02-17,migration_batch_12.xlsx,Client prioritaire - relance facturation
B2B-26581-0617,Équipements Simon EURL,012657895,01265789539678,FR40012657895,facturation.quipementssimoneurl@gmail.com,Thomas Durand,+33 5 27 19 69 56,Paris,75001,FR,Suspendu,2022-10-10,partner_feed_b2b.csv,Migration ERP en cours
B2B-60475-0618,Groupe Lefebvre EURL,629946806,62994680639829,FR03629946806,facturation.groupelefebvreeurl@orange.fr,Marie Petit,+33 6 45 21 87 85,Reims,51100,FR,Actif,2024-07-09,import_crm_2024_Q1.xlsx,Migration ERP en cours
B2B-58030-0619,Transports Blanc EURL,421854577,42185457766295,,facturation.transportsblanceurl@orange.fr,Jean Bonnet,+33 7 73 10 83 12,Reims,51100,FR,Actif,2022-04-19,partner_feed_b2b.csv,
B2B-37691-0620,Solutions Girard SARL,247282890,24728289011660,FR54247282890,facturation.solutionsgirardsarl@entreprise.fr,Thomas Dupuis,+33 4 30 98 43 67,Paris,75001,FR,Actif,2022-01-13,partner_feed_b2b.csv,
B2B-17722-0621,Négoce Simon France,580119508,58011950814314,FR56580119508,,Isabelle Robert,+33 6 56 39 66 16,Bordeaux,33000,FR,Suspendu,2022-01-31,import_crm_2024_Q1.xlsx,Email facturation manquant
B2B-43610-0622,Services Dubois EURL,189485434,18948543477738,FR36189485434,facturation.servicesduboiseurl@societe.com,Anne Richard,+33 9 54 26 86 42,Strasbourg,67000,FR,Suspendu,2024-11-20,legacy_erp_export.csv,Email facturation manquant
B2B-36500-0623,Transports Laurent SA,481310454,48131045473594,FR44481310454,facturation.transportslaurentsa@societe.com,Philippe Richard,+33 1 69 47 37 56,Reims,51100,FR,En attente,2022-05-04,partner_feed_b2b.csv,Migration ERP en cours
B2B-81522-0624,Groupe Mercier SASU,606739832,60673983225589,FR55606739832,facturation.groupemerciersasu@societe.com,Nicolas Robert,+33 6 58 90 48 61,Lille,59000,FR,Suspendu,2022-04-13,partner_feed_b2b.csv,Doublon suspecté
B2B-68849-0625,négoce simon & fils,955156230,95515623001275,FR44955156230,facturation.ngocesimonfils@societe.com,Jean Giraud,+33 5 23 15 73 90,Le Havre,76600,FR,Actif,2024-08-05,migration_batch_12.xlsx,SIRET à vérifier
B2B-22419-0626,Services Simon & Fils,902547604,90254760453231,FR53902547604,facturation.servicessimonfils@societe.com,Isabelle Richard,+33 7 99 20 97 32,Paris,75001,FR,En attente,2024-01-02,import_crm_2024_Q1.xlsx,
B2B-30697-0627,Solutions Girard EURL,601515325,60151532580954,FR85601515325,facturation.solutionsgirardeurl@laposte.net,Jean Fournier,+33 7 22 66 34 26,Montpellier,34000,FR,Actif,2023-04-18,import_crm_2024_Q1.xlsx,
B2B-11274-0628,Logistique Dupont SA,649340398,64934039816522,FR82649340398,facturation.logistiquedupontsa@gmail.com,Sophie Moreau,+33 7 18 19 79 48,Nantes,44000,FR,Actif,2025-01-22,manual_onboarding_2023.xlsx,Doublon suspecté
B2B-41933-0629,Transports Martin EURL,595205618,59520561874631,FR29595205618,facturation.transportsmartineurl@societe.com,Jean Dupuis,+33 7 80 17 19 79,Bordeaux,33000,FR,En attente,2023-07-01,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-96797-0630,Transports Faure EURL,394495303,39449530349411,FR76394495303,facturation.transportsfaureeurl@orange.fr,Isabelle Leroy,+33 6 91 54 11 19,Bordeaux,33000,FR,Inactif,2025-01-05,manual_onboarding_2023.xlsx,
B2B-86298-0631,Logistique Bernard SARL,029233455,,FR58029233455,facturation.logistiquebernardsar@societe.com,Jean Dupuis,+33 9 96 15 55 41,Grenoble,38000,FR,Actif,2022-08-27,import_crm_2024_Q1.xlsx,SIRET à vérifier
B2B-61456-0632,SOLUTIONS LAMBERT FRANCE,732904577,73290457759132,FR96732904577,facturation.solutionslambertfran@laposte.net,Anne Robert,+33 7 49 31 60 15,Lille,59000,FR,Inactif,2024-01-28,manual_onboarding_2023.xlsx,Compte créé avant réforme facturation électronique
B2B-34449-0633,Distribution Moreau SARL,147709209,14770920945121,INVALID,facturation.distributionmoreausa@orange.fr,Sophie Lemaire,+33 1 33 34 65 99,Reims,51100,FR,Actif,2024-12-05,migration_batch_12.xlsx,Email facturation manquant
B2B-10560-0634,Industrie Lambert SA,591611866,59161186672120,FR32591611866,facturation.industrielambertsa@societe.com,Marie Lemaire,+33 7 82 69 98 70,Nantes,44000,FR,Actif,2023-04-30,partner_feed_b2b.csv,Compte créé avant réforme facturation électronique
B2B-89150-0635,Distribution Simon France,318692893,,FR34318692893,facturation.distributionsimonfra@laposte.net,Nicolas Durand,+33 4 31 71 30 10,Lille,59000,FR,Actif,2022-10-05,legacy_erp_export.csv,
B2B-43025-0636,Logistique Bernard EURL,144743286,14474328675664,FR58144743286,facturation.logistiquebernardeur@societe.com,Julie Richard,+33 4 90 11 26 14,Nantes,44000,FR,Actif,2024-06-17,partner_feed_b2b.csv,Doublon suspecté
B2B-26671-0637,Maintenance Blanc SARL,135302811,13530281133222,FR14135302811,facturation.maintenanceblancsarl@entreprise.fr,Sophie Durand,+33 1 54 86 39 66,Strasbourg,67000,FR,Actif,2022-02-16,legacy_erp_export.csv,
B2B-64488-0638,  Équipements Marchand SAS  ,788957986,788957986,FR56788957986,compta.quipementsmarchandsa@gmail.com,Catherine Michel,+33 6 30 84 77 37,Grenoble,38000,FR,Actif,2022-08-31,partner_feed_b2b.csv,Email facturation manquant
B2B-11833-0639,Distribution Martin EURL,805685665,80568566591806,FR46805685665,facturation.distributionmartineu@entreprise.fr,Pierre Petit,,Toulouse,31000,FR,Inactif,2023-02-07,manual_onboarding_2023.xlsx,Client prioritaire - relance facturation
B2B-39454-0640,Distribution Lefebvre SAS,965049622,96504962222143,FR63965049622,facturation.distributionlefebvre@entreprise.fr,Pierre Moreau,+33 1 21 47 28 42,Le Havre,76600,FR,Suspendu,2023-10-19,manual_onboarding_2023.xlsx,
B2B-23292-0641,Négoce Perrin SAS,880879913,88087991331470,FR75880879913,facturation.ngoceperrinsas@laposte.net,Julie Petit,+33 9 43 38 35 81,Montpellier,34000,FR,Actif,2024-01-19,import_crm_2024_Q1.xlsx,Doublon suspecté
B2B-79681-0642,Logistique Garnier France,333430318,33343031869337,FR00333430318,facturation.logistiquegarnierfra@entreprise.fr,Philippe Durand,+33 7 57 69 59 98,Montpellier,34000,FR,Actif,2023-11-19,legacy_erp_export.csv,Doublon suspecté
B2B-41447-0643,Équipements Faure France,659746690,65974669056479,,facturation.quipementsfaurefranc@orange.fr,Nicolas Robert,+33 7 46 57 12 78,Lyon,69001,FR,En attente,2022-06-29,manual_onboarding_2023.xlsx,
B2B-62310-0644,Distribution Simon SARL,925596641,92559664131395,FR35925596641,facturation.distributionsimonsar@gmail.com,Catherine Michel,+33 7 85 25 44 33,Le Havre,76600,FR,En attente,2023-02-05,legacy_erp_export.csv,
B2B-64454-0645,mAIntENAnCE rOUx & FILS,145430799,14543079960017,FR86145430799,facturation.maintenancerouxfils@orange.fr,Marie Dupuis,+33 1 78 92 97 25,Reims,51100,FR,Inactif,2023-12-01,legacy_erp_export.csv,Client prioritaire - relance facturation
B2B-68288-0646,INDUSTRIE LEFEBVRE EURL,772966569,,FR65772966569,facturation.industrielefebvreeur@laposte.net,Jean Dupuis,+33 5 29 66 78 18,Paris,75001,FR,Inactif,2022-12-31,legacy_erp_export.csv,
B2B-50525-0647,Groupe Roux SASU,257316096,25731609616176,FR87257316096,facturation.grouperouxsasu@orange.fr,Philippe Giraud,+33 1 73 31 14 35,Grenoble,38000,FR,Suspendu,2022-02-24,migration_batch_12.xlsx,
B2B-85446-0648,Industrie Laurent SAS,735259535,73525953583877,FR72735259535,facturation.industrielaurentsas@entreprise.fr,Sophie Lemaire,+33 4 10 46 56 70,Marseille,13001,FR,Inactif,2024-05-24,import_crm_2024_Q1.xlsx,Compte créé avant réforme facturation électronique
